Titulo,Link,precio_normal,precio_online,precio_tarjeta_oh,disponible,marca,link_imagen,tarjeta,sku,teclado_iluminado,lector_de_huella,camara_web,conectividad,bluetooh,disco_duro,cantidad_entrada_hdmi,cantidad_entrada_usb,garantia,ram,modelo,procesador,velocidad_del_procesador,resolucion_pantalla,sistema_operativo,tamaño_de_pantalla,tarjeta_de_video,tipo_de_pantalla,pantalla_touch,bateria,duracion_bateria,tipo_producto,parlantes,largo_cm,ancho_cm,espesor_cm,peso_kg,disponibilidad
"Laptop Lenovo Thinkbook 14 G2 ITL 14"" Mineral Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkbook-14-g2-itl-14--mineral-gray--gris--1000237971/p,"S/. 5,719.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo Ideapad 15.6""",https://www.oechsle.pe/laptop-lenovo-ideapad-15-6--1000237963/p,"S/. 5,259.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 455 G9  15.6""",https://www.oechsle.pe/laptop-hp-probook-455-g9--15-6--1000237960/p,"S/. 6,929.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad E15 Gen 3 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkpad-e15-gen-3-15-6--1000237959/p,"S/. 6,579.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T14s Gen 2 14"" Multi-touch Storm Gray (Gris) con 3 años de Premier Support",https://www.oechsle.pe/laptop-lenovo-thinkpad-t14s-gen-2-14--multi-touch-storm-gray--gris--con-3-a%c3%b1os-de-premier-support-1000237958/p,"S/. 16,009.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 845 G8 14""",https://www.oechsle.pe/laptop-hp-elitebook-845-g8-14--1000237957/p,"S/. 12,919.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Ryzen 5 Pro 5675U EB655 G9 16-512  Radeon Windows 11 Pro 14""",https://www.oechsle.pe/laptop-hp-ryzen-5-pro-5675u-eb655-g9-16-512--radeon-windows-11-pro-14---1000237956/p,"S/. 9,539.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 840 G8 14""  Multi-Touch",https://www.oechsle.pe/laptop-hp-elitebook-840-g8-14---multi-touch-1000237955/p,"S/. 13,279.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EB645 G9 Ryzen 7 PRO 5875U 32-1TB Radeon Windows 11 Pro 14""",https://www.oechsle.pe/laptop-hp-eb645-g9-ryzen-7-pro-5875u-32-1tb-radeon-windows-11-pro-14---1000237952/p,"S/. 12,009.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 835 G8 13.3""",https://www.oechsle.pe/laptop-hp-elitebook-835-g8-13-3--1000237951/p,"S/. 13,279.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Microsoft Multi-Touch Surface 13.5"" Sandstone Metal",https://www.oechsle.pe/laptop-microsoft-multi-touch-surface-13-5--sandstone-metal-1000237950/p,"S/. 7,859.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 835 G8 13.3""",https://www.oechsle.pe/laptop-hp-elitebook-835-g8-13-3--1000237948/p,"S/. 12,579.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Intel NUC M15 15.6"" Multi-touch Negro",https://www.oechsle.pe/laptop-intel-nuc-m15-15-6--multi-touch-negro-1000237947/p,"S/. 7,359.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 455 G8 15.6"" (Edición HP Pro Security con servicio de seguridad de 1 año)",https://www.oechsle.pe/laptop-hp-probook-455-g8-15-6---edicion-hp-pro-security-con-servicio-de-seguridad-de-1-a%c3%b1o--1000237946/p,"S/. 7,289.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 14""ProBook 440 G8 (HP Pro Security Edition con servicio de seguridad de 1 año)",https://www.oechsle.pe/laptop-hp-14-probook-440-g8--hp-pro-security-edition-con-servicio-de-seguridad-de-1-a%c3%b1o--1000237945/p,"S/. 9,259.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 430 G8 13.3"" (edición HP Pro Security con servicio de seguridad de 1 año)",https://www.oechsle.pe/laptop-hp-probook-430-g8-13-3---edicion-hp-pro-security-con-servicio-de-seguridad-de-1-a%c3%b1o--1000237944/p,"S/. 7,189.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Probook 430 G8 13.3"" Multi-Touch (edición HP Pro Security con servicio de seguridad de ... - Laptop HP Probook 430 G8 13.3"" Multi-Touch (edición HP Pro Security con servicio de seguridad de 1 año)",https://www.oechsle.pe/laptop-hp-probook-430-g8-13-3--multi-touch--edicion-hp-pro-security-con-servicio-de-seguridad-de-----1000237975/p,"S/. 6,739.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 14""ProBook 640 G8 (solo Wi-Fi)",https://www.oechsle.pe/laptop-hp-14-probook-640-g8--solo-wi-fi--1000237943/p,"S/. 9,819.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad E15 3era Gen 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkpad-e15-3era-gen-15-6--1000237942/p,"S/. 5,819.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus Zenbook Pro 15 15.6""",https://www.oechsle.pe/laptop-asus-zenbook-pro-15-15-6--1000237941/p,"S/. 10,969.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T14s Gen 2 14"" Multi-Touch Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-t14s-gen-2-14--multi-touch-storm-gray--gris--1000237940/p,"S/. 13,699.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 630 G8 13.3""",https://www.oechsle.pe/laptop-hp-probook-630-g8-13-3--1000237939/p,"S/. 7,079.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad E14 2da Gen 14"" AMD",https://www.oechsle.pe/laptop-lenovo-thinkpad-e14-2da-gen-14--amd-1000237938/p,"S/. 6,299.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkBook 13S G2 ITL 13.3""",https://www.oechsle.pe/laptop-lenovo-thinkbook-13s-g2-itl-13-3--1000237937/p,"S/. 5,239.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Creator multitáctil  Z16 de 16""",https://www.oechsle.pe/laptop-msi-creator-multitactil--z16-de-16--1000237936/p,"S/. 16,309.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 3520 15.6"" Gris",https://www.oechsle.pe/laptop-dell-latitude-3520-15-6--gris-1000237935/p,"S/. 6,439.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Summit E15 15.6"" Multi-Touch",https://www.oechsle.pe/laptop-msi-summit-e15-15-6--multi-touch-1000237929/p,"S/. 13,059.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Modern 15 A5M 15.6"" Carbon Gray (Gris)",https://www.oechsle.pe/laptop-msi-modern-15-a5m-15-6--carbon-gray--gris--1000237925/p,"S/. 5,309.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad E15 Gen 2 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkpad-e15-gen-2-15-6--1000237923/p,"S/. 6,669.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Laptop ProBook 430 G8 13.3""",https://www.oechsle.pe/laptop-hp-laptop-probook-430-g8-13-3--1000237921/p,"S/. 9,119.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 835 G8 13.3""",https://www.oechsle.pe/laptop-hp-elitebook-835-g8-13-3--1000237919/p,"S/. 13,059.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 430 G8 13.3""",https://www.oechsle.pe/laptop-hp-probook-430-g8-13-3--1000237918/p,"S/. 7,779.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP ProBook 650 G8,https://www.oechsle.pe/laptop-hp-probook-650-g8-1000237911/p,"S/. 12,089.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5421  14""",https://www.oechsle.pe/laptop-dell-latitude-5421--14--1000237904/p,"S/. 12,179.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus Vivobook Pro Series 16""",https://www.oechsle.pe/laptop-asus-vivobook-pro-series-16--1000237901/p,"S/. 12,089.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Probook X360 435 G8 13.3"" Multi-Touch 2-en-1 (edición HP Pro Security con servicio de s... - Laptop HP Probook X360 435 G8 13.3"" Multi-Touch 2-en-1 (edición HP Pro Security con servicio de seguridad de 1 año)",https://www.oechsle.pe/laptop-hp-probook-x360-435-g8-13-3--multi-touch-2-en-1--edicion-hp-pro-security-con-servicio-de-s----1000237898/p,"S/. 5,889.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 15.6"" Probook 450 G8 (Edición de Seguridad HP Pro con servicio de seguridad de 1 año)",https://www.oechsle.pe/laptop-hp-15-6--probook-450-g8--edicion-de-seguridad-hp-pro-con-servicio-de-seguridad-de-1-a%c3%b1o--1000237894/p,"S/. 7,579.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Nvidia 17.3"" Multi-Touch Natural Silver (Plateado)",https://www.oechsle.pe/laptop-hp-nvidia-17-3--multi-touch-natural-silver--plateado--1000237891/p,"S/. 7,779.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop LG Gram 15 15.6"" Multi-Touch",https://www.oechsle.pe/laptop-lg-gram-15-15-6--multi-touch-1000237887/p,"S/. 9,469.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad L13 2da Gen  13.3"" Negro",https://www.oechsle.pe/laptop-lenovo-thinkpad-l13-2da-gen--13-3--negro-1000237869/p,"S/. 6,489.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Summit B14 14""",https://www.oechsle.pe/laptop-msi-summit-b14-14--1000237866/p,"S/. 7,359.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 840 Aero G8 14""",https://www.oechsle.pe/laptop-hp-elitebook-840-aero-g8-14--1000237863/p,"S/. 12,859.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Microsoft Multi-Touch Surface Laptop 4 13.5"" Platinum Alcantara",https://www.oechsle.pe/laptop-microsoft-multi-touch-surface-laptop-4-13-5--platinum-alcantara-1000237860/p,"S/. 7,859.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Envy  13-ba1010nr 13.3"" Multi-Touch",https://www.oechsle.pe/laptop-hp-envy--13-ba1010nr-13-3--multi-touch-1000237857/p,"S/. 6,449.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 445 G9 14""",https://www.oechsle.pe/laptop-hp-probook-445-g9-14--1000237850/p,"S/. 7,429.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 2da Gen 13.3"" Villi Black (Negro)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-2da-gen-13-3--villi-black--negro--1000237843/p,"S/. 10,469.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop LG Gram 16"" Quartz Silver (Plateado)",https://www.oechsle.pe/laptop-lg-gram-16--quartz-silver--plateado--1000237839/p,"S/. 12,719.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T15P 2da Gen 15.6"" con Premier Support de 3 años Negro",https://www.oechsle.pe/laptop-lenovo-thinkpad-t15p-2da-gen-15-6--con-premier-support-de-3-a%c3%b1os-negro-1000237836/p,"S/. 13,769.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 430 G8 13.3""",https://www.oechsle.pe/laptop-hp-probook-430-g8-13-3--1000237833/p,"S/. 7,429.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T14s Gen 1 14"" Multi-Touch",https://www.oechsle.pe/laptop-lenovo-thinkpad-t14s-gen-1-14--multi-touch-1000237831/p,"S/. 12,149.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 245 G8 Ryzen 5 3500U 8GB SSD 250 GB HDD 1TB HDD FreeDOS Garantía 1 año,https://www.oechsle.pe/laptop-hp-245-g8-ryzen-5-3500u-8gb-ssd-250-gb-hdd-1tb-hdd-freedos-garantia-1-a%c3%b1o-1000235507/p,"S/. 2,799.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell Latitude 3410 Core i7 RAM 16GB SSD 256GB 14 FHD Windows 10 Pro Garantía 3 años,https://www.oechsle.pe/laptop-dell-latitude-3410-core-i7-ram-16gb-ssd-256gb-14-fhd-windows-10-pro-garantia-3-a%c3%b1os-1000235506/p,"S/. 5,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 245 G8 Ryzen 5 3500U 16GB SSD 250GB HDD 1TB FreeDOS Garantía 1 año,https://www.oechsle.pe/laptop-hp-245-g8-ryzen-5-3500u-16gb-ssd-250gb-hdd-1tb-freedos-garantia-1-a%c3%b1o-1000235499/p,"S/. 2,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 250 G8 Core i7-1065G7 16GB HDD 1TB TV MX330 2GB FreeDOS,https://www.oechsle.pe/laptop-hp-250-g8-core-i7-1065g7-16gb-hdd-1tb-tv-mx330-2gb-freedos-1000235497/p,"S/. 3,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 250 G8 Core i7 16GB SSD 250GB HDD 1TB MX330 TV 2GB, 15.6"", FreeDOS",https://www.oechsle.pe/laptop-hp-250-g8-core-i7-16gb-ssd-250gb-hdd-1tb-mx330-tv-2gb-15-6--freedos-1000235496/p,"S/. 4,299.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 245 G8 14"", Ryzen 5 3500U, 8GB RAM, 1TB HDD, FreeDOS",https://www.oechsle.pe/laptop-hp-245-g8-14--ryzen-5-3500u-8gb-ram-1tb-hdd-freedos-1000235490/p,"S/. 2,699.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP Omen 15 Ryzen 7 4800H 8GB SSD 512GB TV4GB GTX1650TI Win10 Home,https://www.oechsle.pe/laptop-hp-omen-15-ryzen-7-4800h-8gb-ssd-512gb-tv4gb-gtx1650ti-win10-home-1000235484/p,"S/. 5,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP Pavilion Gaming DK1025LA Core i5 16GB SSD 256 GTX1050 TV 3GB FreeDOS,https://www.oechsle.pe/laptop-hp-pavilion-gaming-dk1025la-core-i5-16gb-ssd-256-gtx1050-tv-3gb-freedos-1000235483/p,"S/. 3,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell Vostro 3400 Intel Core i7 RAM 16GB SSD 512GB TV MX330 2GB Linux,https://www.oechsle.pe/laptop-dell-vostro-3400-intel-core-i7-ram-16gb-ssd-512gb-tv-mx330-2gb-linux-1000235479/p,"S/. 4,599.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell Vostro 3400 Intel Core i5 RAM 16GB SSD 250GB HDD 1TB Windows 10 Pro Garantía 1 año,https://www.oechsle.pe/laptop-dell-vostro-3400-intel-core-i5-ram-16gb-ssd-250gb-hdd-1tb-windows-10-pro-garantia-1-a%c3%b1o-1000235466/p,"S/. 4,299.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell Vostro 3400 Intel Core i5-1135G7 RAM 8GB SSD 250GB HDD 1TB Windows 10 Pro Garantía 1 año,https://www.oechsle.pe/laptop-dell-vostro-3400-intel-core-i5-1135g7-ram-8gb-ssd-250gb-hdd-1tb-windows-10-pro-garantia-1-a%c3%b1o-1000235464/p,"S/. 3,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP Pavilion Gaming DK1025LA  Core i5 8GB SSD 256GB  HDD 1TB GTX1050 TV 3GB FreeDOS - Laptop HP Pavilion Gaming DK1025LA Core i5 8GB SSD 256GB HDD 1TB GTX1050 TV 3GB FreeDOS,https://www.oechsle.pe/laptop-hp-pavilion-gaming-dk1025la--core-i5-8gb-ssd-256gb--hdd-1tb-gtx1050-tv-3gb-freedos-1000235463/p,"S/. 3,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 245 G8 Ryzen 5 RAM 16GB HDD 1TB FreeDOS Garantía 1 año,https://www.oechsle.pe/laptop-hp-245-g8-ryzen-5-ram-16gb-hdd-1tb-freedos-garantia-1-a%c3%b1o-1000235462/p,"S/. 2,799.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP Pavilion Gaming DK1025LA Core i5 16GB SSD 256GB HDD 1TB GTX1050 TV 3GB FreeDOS,https://www.oechsle.pe/laptop-hp-pavilion-gaming-dk1025la-core-i5-16gb-ssd-256gb-hdd-1tb-gtx1050-tv-3gb-freedos-1000235461/p,"S/. 4,399.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 250 G8, Core i7 8GB SSD 250GB HDD 1TB TV MX330 2GB FreeDOS",https://www.oechsle.pe/laptop-hp-250-g8-core-i7-8gb-ssd-250gb-hdd-1tb-tv-mx330-2gb-freedos-1000235460/p,"S/. 3,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enfriador De Laptop Cooler Ventilador Externo Usb Extractor De Aire,https://www.oechsle.pe/enfriador-de-laptop-cooler-ventilador-externo-usb-extractor-de-aire-1000230238/p,S/. 90.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mochila Lenovo para Laptop 15.6"" B210 Gris",https://www.oechsle.pe/mochila-lenovo-para-laptop-15-6--b210-gris-1000229644/p,S/. 179.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Hp 240 G7 Intel Celeron N4020 1TB HDD 4G RAM 14"" HD FreeDos",https://www.oechsle.pe/laptop-hp-240-g7-intel-celeron-n4020-1tb-hdd-4g-ram-14--hd-freedos-1000222418/p,"S/. 1,300.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funda para laptop 15.6"" acolchado poliéster",https://www.oechsle.pe/funda-para-laptop-15-6--acolchado-poliester-1000222416/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mochila laptop 15.6"" acolchado poliéster",https://www.oechsle.pe/mochila-laptop-15-6--acolchado-poliester-1000221320/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Huawei Matebook 13s i7 16GB RAM 512GB Ssd + Regalos,https://www.oechsle.pe/laptop-huawei-matebook-13s-i7-16gb-ram-512gb-ssd---regalos-1000220033/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Huawei Matebook 14 2021 Intel i5 + Regalos,https://www.oechsle.pe/laptop-huawei-matebook-14-2021-intel-i5---regalos-1000220032/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Huawei Matebook 14 2021 AMD Ryzen 7 + Regalos,https://www.oechsle.pe/laptop-huawei-matebook-14-2021-amd-ryzen-7---regalos-1000220030/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Huawei Matebook X Silver Frost Core i5 16GB 512GB + Regalos,https://www.oechsle.pe/laptop-huawei-matebook-x-silver-frost-core-i5-16gb-512gb---regalos-1000220029/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Inspiron 15 3501 15.6"" Core i3 1115G4 256GB SSD 8GB RAM FreeDos   JJ7H9",https://www.oechsle.pe/laptop-dell-inspiron-15-3501-15-6--core-i3-1115g4-256gb-ssd-8gb-ram-freedos---jj7h9-1000215945/p,"S/. 2,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Chuwi  Herobook Pro 14.1 + Funda,https://www.oechsle.pe/laptop-chuwi--herobook-pro-14-1---funda-1000212401/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mochila Klip Xtreme para Laptop Knb-900bl Azul,https://www.oechsle.pe/mochila-klip-xtreme-para-laptop-knb-900bl-azul-1000211765/p,S/. 229.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS K513EA-BQ2210W 15.6'' Intel Core i7 11va generación 12GB 512GB SSD,https://www.oechsle.pe/laptop-asus-k513ea-bq2210w-15-6---intel-core-i7-11va-generacion-12gb-512gb-ssd-1000208213/p,"S/. 4,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS UX325EA-KG595W 13'' Intel Core i7 11va generación 16GB 512GB SSD,https://www.oechsle.pe/laptop-asus-ux325ea-kg595w-13---intel-core-i7-11va-generacion-16gb-512gb-ssd-1000208210/p,"S/. 7,599.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS X571GT-HN1020T 15.6'' Intel Core i5 9na generación 8GB 512GB SSD,https://www.oechsle.pe/laptop-asus-x571gt-hn1020t-15-6---intel-core-i5-9na-generacion-8gb-512gb-ssd-1000208209/p,"S/. 5,499.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS M3401QA-KM014W 14'' AMD Ryzen 7 (5000 series) 8GB 512GB SSD,https://www.oechsle.pe/laptop-asus-m3401qa-km014w-14---amd-ryzen-7--5000-series--8gb-512gb-ssd-1000208208/p,"S/. 5,499.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP Pavilion Gaming 15-DK1025LA Intel Core i5-10300H 8GB SSD 256GB V3GB 15.6 FreeDOS,https://www.oechsle.pe/laptop-hp-pavilion-gaming-15-dk1025la-intel-core-i5-10300h-8gb-ssd-256gb-v3gb-15-6-freedos-1000203741/p,"S/. 4,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 3410 Core i3-10110U 1TB HDD 4GB RAM 14"" HD FreeDos",https://www.oechsle.pe/laptop-dell-latitude-3410-core-i3-10110u-1tb-hdd-4gb-ram-14--hd-freedos-1000197931/p,"S/. 1,948.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo Yoga Slim 7, 14 Full HD, AMD Ryzen 5 4500U, 256GB SSD, 8GB, Windows 10 Home",https://www.oechsle.pe/laptop-lenovo-yoga-slim-7-14-full-hd-amd-ryzen-5-4500u-256gb-ssd-8gb-windows-10-home-1000194884/p,"S/. 4,799.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop DELL 3501 15.6'' Intel Core i5 1135G7 8GB 256GB SSD,https://www.oechsle.pe/laptop-dell-3501-15-6---intel-core-i5-1135g7-8gb-256gb-ssd-1000194822/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS G513IC-HN046W 15.6'' AMD Ryzen 7 (4000 series) 16GB 512GB SSD,https://www.oechsle.pe/laptop-asus-g513ic-hn046w-15-6---amd-ryzen-7--4000-series--16gb-512gb-ssd-1000194818/p,"S/. 6,299.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS X415JA-EB1361W 14'' Intel Core i5 10ma generación 8GB 256GB SSD,https://www.oechsle.pe/laptop-asus-x415ja-eb1361w-14---intel-core-i5-10ma-generacion-8gb-256gb-ssd-1000194817/p,"S/. 2,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS K513EA-L12004W 15.6'' Intel Core i5 11va generación 8GB 512GB SSD,https://www.oechsle.pe/laptop-asus-k513ea-l12004w-15-6---intel-core-i5-11va-generacion-8gb-512gb-ssd-1000194809/p,"S/. 3,799.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS M3401QC-KM160W 14'' AMD Ryzen 5 (5000 series) 8GB 512GB SSD,https://www.oechsle.pe/laptop-asus-m3401qc-km160w-14---amd-ryzen-5--5000-series--8gb-512gb-ssd-1000194808/p,"S/. 4,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 17-CN Intel I5 12GBRam 1TB  Windows 10 - Laptop HP 17-CN Intel I5 12GBRam 1TB Windows 10,https://www.oechsle.pe/laptop-hp-17-cn-intel-i5-12gbram-1tb--windows-10-1000193695/p,"S/. 4,240.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 17-ca AMD Ryzen 5 16GBRam 256GB SSD Windows 10,https://www.oechsle.pe/laptop-hp-17-ca-amd-ryzen-5-16gbram-256gb-ssd-windows-10-1000193694/p,"S/. 3,880.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS UM325UA-KG101T 13.3'' AMD Ryzen 5 (5000 series) 8GB 512GB SSD,https://www.oechsle.pe/laptop-asus-um325ua-kg101t-13-3---amd-ryzen-5--5000-series--8gb-512gb-ssd-1000186901/p,"S/. 5,399.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS UX325EA-KG645W 13'' Intel Core i5 11va generación 8GB 512GB SSD,https://www.oechsle.pe/laptop-asus-ux325ea-kg645w-13---intel-core-i3-9na-generacion-8gb-512gb-ssd-1000186898/p,"S/. 4,399.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS FA506IC-HN042W 15.6'' AMD Ryzen 5 (5000 series) 8GB 512GB SSD,https://www.oechsle.pe/laptop-asus-fa506ic-hn042w-15-6---amd-ryzen-5--5000-series--8gb-512gb-ssd-1000186897/p,"S/. 4,799.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
