Titulo,Link,Precio,Estado,Puntuacion,Ubicacion,Marca,Modelo,Capacidad,Condicion,disponibilidad,oferta,Comentarios,modelo_linea,ram,almacenamiento,sistema_operativo
Laptop Gaming Asus Fx516 15.6' 144hz I7 16gb 512gb Ssd V4gb ,https://articulo.mercadolibre.com.pe/MPE-610723665-laptop-gaming-asus-fx516-156-144hz-i7-16gb-512gb-ssd-v4gb-_JM,6099.0,Nuevo,,"Lima, Lima Metropolitana",Asus,FX516,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,16 GB,15 "",Nadie ha hecho preguntas todavía. ,#610723665",,{},TUF,16 GB,144 Hz,NVIDIA GeForce RTX 3050
Laptop Hp 2038 14' Touch I3 11ava 8gb 256ssd Ultra Veloz,https://articulo.mercadolibre.com.pe/MPE-606987530-laptop-hp-2038-14-touch-i3-11ava-8gb-256ssd-ultra-veloz-_JM,2512.0,Nuevo,,"Lima, Lima Metropolitana",HP,,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,8 GB,Sí,14 "",Nadie ha hecho preguntas todavía. ,#606987530",,{},2038MS,8 GB,Intel UHD,1366 x 768
Laptop Lenovo Gamer 3 15.6' R5 16gb 128ssd 1tb Gtx1650,https://articulo.mercadolibre.com.pe/MPE-602572805-laptop-lenovo-gamer-3-156-r5-16gb-128ssd-1tb-gtx1650-_JM,4629.0,Nuevo,,"Lima, Lima Metropolitana",Lenovo,Gaming 3,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,16 GB,15.6 "",Nadie ha hecho preguntas todavía. ,#602572805",,{},IdeaPad,16 GB,1920 px x 1080 px,GEFORCE GTX 1650
Laptop Hp 2033 15.6' I5 10ma Ra16gb 1tb Video 2gb W10 ,https://articulo.mercadolibre.com.pe/MPE-440947865-laptop-hp-2033-156-i5-10ma-ra16gb-1tb-video-2gb-w10-_JM,3899.0,Nuevo,,"Lima, Lima Metropolitana",HP,15-DW2033LA,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,16 GB,No,15.6 "",#440947865",,"{'0': 'Acepta mercadopago', '1': 'Hola buenas tardes! Acepta pago con tarjeta de crédito den cuotas?'}",HP,16 GB,60 Hz,MX130
Laptop Hp 0013 15.6' Full Hd Ryzen 7 8gb 512gb Ssd,https://articulo.mercadolibre.com.pe/MPE-441075003-laptop-hp-0013-156-full-hd-ryzen-7-8gb-512gb-ssd-_JM,3699.0,Nuevo,,"Lima, Lima Metropolitana",HP,15-GW0013LA,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,8 GB,No,15.6 "",#441075003",,"{'0': 'Con envío a Huaraz, cuánto sería ???', '1': 'Buen dia, esta laptop tiene para expandir la memoria ram y hasta cuanto, y si puedo ponerle otra SSD aparte del que ya tiene, gracias', '2': 'Buenas, tiene conocimiento si a este se le puede agregar 1 HDD adicional?', '3': 'Buenas noches, ¿Tiene teclado iluminado y reconocimiento facial?', '4': 'Hola buenos dias.. Tendras Stock por fa.quiero para arequipa..', '5': 'Tiene altavoces bang & olufsen?? O cuales usa?'}",hp,8 GB,1920 px x 1080 px,AMD
"Laptop Hp 14-cf2064la, I3, 4gb, 128gb Ssd, 14 Hd, Win10",https://articulo.mercadolibre.com.pe/MPE-607748083-laptop-hp-14-cf2064la-i3-4gb-128gb-ssd-14-hd-win10-_JM,1850.0,Nuevo,,"Lima, Lima Metropolitana",HP,,DDR4,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","4 GB,14 "",Nadie ha hecho preguntas todavía. ,#607748083",,{},14-CF2064LA,4 GB,1366 px x 768 px,Intel UHD Graphics
Laptop Dell Latitude 3420 14  Hd Intel Core I3 10ma 4gb 1tb,https://articulo.mercadolibre.com.pe/MPE-606979524-laptop-dell-latitude-3420-14-hd-intel-core-i3-10ma-4gb-1tb-_JM,2499.0,Nuevo,,"Lima, Lima Metropolitana",Dell,3420,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,4 GB,No,14 "",Nadie ha hecho preguntas todavía. ,#606979524",,{},Latitude,4 GB,1 TB,Sí
Laptop Gamer Acer An515 15.6' I5 8gb 1tb 256gb Ssd Video 4gb,https://articulo.mercadolibre.com.pe/MPE-606993449-laptop-gamer-acer-an515-156-i5-8gb-1tb-256gb-ssd-video-4gb-_JM,4199.0,Nuevo,,"Lima, Lima Metropolitana",Acer,AN515,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,8 GB,No,15.6 "",Nadie ha hecho preguntas todavía. ,#606993449",,{},Nitro 5,8 GB,144 Hz,NVIDIA GeForce GTX 1650
Laptop Dell Latitude 3420 14' Hd I3 10ma 8gb 1tb 120gb Ssd,https://articulo.mercadolibre.com.pe/MPE-607018530-laptop-dell-latitude-3420-14-hd-i3-10ma-8gb-1tb-120gb-ssd-_JM,2799.0,Nuevo,,"Lima, Lima Metropolitana",Dell,3420,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,8 GB,No,14 "",Nadie ha hecho preguntas todavía. ,#607018530",,{},Latitude,8 GB,1 TB,Linux
 Notebook Hp 14  Pavilion 14-dv0502la 512 Gb Ssd 476l9la#abm,https://articulo.mercadolibre.com.pe/MPE-607174552-notebook-hp-14-pavilion-14-dv0502la-512-gb-ssd-476l9laabm-_JM,4069.0,Nuevo,,"Ate, Lima Metropolitana",HP,,,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","mañana,Sí,Nadie ha hecho preguntas todavía. ,#607174552",,{},14-dv0502la,3200 MHz,512 GB,Sí
 Laptop Gamer Asus Fx506 15.6' I5 10ma 16gb 512ssd 1tb V4gb,https://articulo.mercadolibre.com.pe/MPE-603710289-laptop-gamer-asus-fx506-156-i5-10ma-16gb-512ssd-1tb-v4gb-_JM,5250.0,Nuevo,,"Lima, Lima Metropolitana",Asus,Fx506,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,16 GB,No,15.6 "",Nadie ha hecho preguntas todavía. ,#603710289",,{},Asus,16 GB,144 Hz,NVIDIA GTX 1650
Laptop Dell Gaming G5 15.6' Fhd 120hz Ryzen7 16gb 512ssd W10,https://articulo.mercadolibre.com.pe/MPE-605446668-laptop-dell-gaming-g5-156-fhd-120hz-ryzen7-16gb-512ssd-w10-_JM,8299.0,Nuevo,,"Lima, Lima Metropolitana",Dell,G5 5515,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,16 GB,15.6 "",Nadie ha hecho preguntas todavía. ,#605446668",,{},DELL,16 GB,NVIDIA GeForce RTX 3060,120 Hz
"Laptop Hp 250 G8, I3, 4gb, 1tb Hdd, 15.6 Hd, Freedos",https://articulo.mercadolibre.com.pe/MPE-602583465-laptop-hp-250-g8-i3-4gb-1tb-hdd-156-hd-freedos-_JM,1960.0,Nuevo,,"Lima, Lima Metropolitana",HP,,DDR4,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","4 GB,No,No,15.6 "",9 h,Nadie ha hecho preguntas todavía. ,#602583465",,{},250 G8,4 GB,Intel UHD Graphics,1366 px x 768 px
"Notebook Advance Nv6650, 14.1  Fhd, Intel N3350 4gb, 256 Ssd",https://articulo.mercadolibre.com.pe/MPE-602621694-notebook-advance-nv6650-141-fhd-intel-n3350-4gb-256-ssd-_JM,1590.0,Nuevo,,"Santiago De Surco, Lima Metropolitana",Advance,,DDR4,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.","4 GB,No,14.1 "",Nadie ha hecho preguntas todavía. ,#602621694",,{},NV6650,4 GB,INTEL,1920X1080
Laptop Macbook Pro 13 Z11f-myda-07 16gb Ram 1tb M1 Late 2020,https://articulo.mercadolibre.com.pe/MPE-442007954-laptop-macbook-pro-13-z11f-myda-07-16gb-ram-1tb-m1-late-2020-_JM,10419.0,Nuevo,,"Lima, Lima Metropolitana",Apple,Z11F-MYDA-07 Late 2020,LPDDR4X,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.","Disponible 30 días después de tu compra,16 GB,No,13.3 "",#442007954",,"{'0': 'hola estoy dispuesto a pagar, y esperar, cuanto tiempo se demora en tenerlo en teclado en español, para hacer el pago ahora mismo.', '1': 'No tienen de esas características pero con teclado en español?', '2': 'Teclado español ?', '3': 'El envio porque medio u empresa lo hacen? Es gratuito¿? Me encuentro en la ciudad de Arequipa.', '4': 'Buenas tardes, deseo comprar la Mac?m Cuentan con Stock? Cuál es el proceso para confirmar el pedido? Saludos.', '5': 'Dan factura?', '6': 'Está disponible para entrega inmediata en Lima?', '7': 'A cuánto una de 2TB?', '8': 'Estimado, en cuantos días habiles tendría el producto en caso lo comprara el día de hoy?', '9': 'Hola mi pana lo tienes en stock en caso lo compre hoy mismo y lo dejas a algo menos?'}",MacBook Pro,16 GB,1 TB,1 kg
Laptop Macbook Pro 13 Z11f-myda-07 16gb Ram 1tb M1 Late 2020,https://articulo.mercadolibre.com.pe/MPE-442007954-laptop-macbook-pro-13-z11f-myda-07-16gb-ram-1tb-m1-late-2020-_JM,10419.0,Nuevo,,"Lima, Lima Metropolitana",Apple,Z11F-MYDA-07 Late 2020,LPDDR4X,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.","Disponible 30 días después de tu compra,16 GB,No,13.3 "",#442007954",,"{'0': 'hola estoy dispuesto a pagar, y esperar, cuanto tiempo se demora en tenerlo en teclado en español, para hacer el pago ahora mismo.', '1': 'No tienen de esas características pero con teclado en español?', '2': 'Teclado español ?', '3': 'El envio porque medio u empresa lo hacen? Es gratuito¿? Me encuentro en la ciudad de Arequipa.', '4': 'Buenas tardes, deseo comprar la Mac?m Cuentan con Stock? Cuál es el proceso para confirmar el pedido? Saludos.', '5': 'Dan factura?', '6': 'Está disponible para entrega inmediata en Lima?', '7': 'A cuánto una de 2TB?', '8': 'Estimado, en cuantos días habiles tendría el producto en caso lo comprara el día de hoy?', '9': 'Hola mi pana lo tienes en stock en caso lo compre hoy mismo y lo dejas a algo menos?'}",MacBook Pro,16 GB,1 TB,1 kg
Laptop Tactil Lenovo C340 15.6' Fhd I7 8gb 1tb Video 2gb W10,https://articulo.mercadolibre.com.pe/MPE-601449917-laptop-tactil-lenovo-c340-156-fhd-i7-8gb-1tb-video-2gb-w10-_JM,4499.0,Nuevo,,"Lima, Lima Metropolitana",Lenovo,C340,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,8 GB,Sí,15.6 "",Nadie ha hecho preguntas todavía. ,#601449917",,{},IdeaPad,8 GB,60 Hz,NVIDIA GeForce MX230
Adaptador Usb Tipo C Hdmi Hub 2k-4k - Macbook - Hp - Switch,https://articulo.mercadolibre.com.pe/MPE-424013067-adaptador-usb-tipo-c-hdmi-hub-2k-4k-macbook-hp-switch-_JM,139.0,Nuevo,4.8,"Lima, Lima Metropolitana",,,,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.","entre el miércoles y el jueves,#424013067",,"{'0': 'cual seria el precio de 3 unidades, con factura por favor', '1': 'Hola , da factura? tienes algun numero de contacto', '2': 'Buenos días, si compro ahora podrán enviarlo el día de hoy a San Miguel ?', '3': 'Que hub le podría hacer al Lenovo TB-306X?', '4': 'Lenovo tab M10 HD modelo TB-X306X se efectuaría compatibilidad total o tendría fallas?', '5': 'Lenovo Yoga Tab 11 modelo YT-J706F', '6': 'Tengo una tablet tab 11 lenovo solo tiene puerto de carga tipo C, este hub será compatible. Confirmar por favor', '7': 'Buenas tardes, este hub es compatible con la macbook pro 2017?', '8': 'Buen dia, tienes en stock para comprarlo', '9': 'Hola, es compatible con huawei matebook d14'}",,,,
"Notebook Hp 348 G7, 14  Hd Led Sva, Core I5-10210u",https://articulo.mercadolibre.com.pe/MPE-603555025-notebook-hp-348-g7-14-hd-led-sva-core-i5-10210u-_JM,3245.0,Nuevo,,"Arequipa, Arequipa",HP,348 G7,DDR4,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,6 meses de garantía de fábrica.","8 GB,No,Sí,14 "",13 h,Nadie ha hecho preguntas todavía. ,#603555025",,{},COMPAQ COMERCIAL,8 GB,1366 x 768,RADEON 530
Laptop Hp 1019 15.6' Hd Ryzen 5 512gb Ssd 8gb Ultra Veloz,https://articulo.mercadolibre.com.pe/MPE-446029805-laptop-hp-1019-156-hd-ryzen-5-512gb-ssd-8gb-ultra-veloz-_JM,3199.0,Nuevo,,"Lima, Lima Metropolitana",HP,1019,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,8 GB,No,15.6 "",#446029805",,"{'0': ""Buenas tardes, tienen stock de la laptop Laptop Hp 1019 15.6' Hd Ryzen 5 512gb Ssd 8gb W10?"", '1': 'Buenos días tienes disponibilidad de este modelo de laptop HP?. Gracias'}",HP,8 GB,512 GB,Windows
 Laptop Lenovo Ip3i 15.6' I5 10ma 24gb 1tb 240ssd Video 4gb ,https://articulo.mercadolibre.com.pe/MPE-442386138-laptop-lenovo-ip3i-156-i5-10ma-24gb-1tb-240ssd-video-4gb-_JM,4899.0,Nuevo,,"Lima, Lima Metropolitana",Lenovo,Ideapad Gaming 3i,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,24 GB,No,15.6 "",#442386138",,{'0': 'Donde queda su tienda física??'},lenovo,24 GB,1920 px x 1080 px,Intel
"Laptop Hp 250 G8, I5, 8gb, 1tb, 15.6 Hd, Freedos",https://articulo.mercadolibre.com.pe/MPE-600230156-laptop-hp-250-g8-i5-8gb-1tb-156-hd-freedos-_JM,3130.0,Nuevo,,"Lima, Lima Metropolitana",HP,,DDR4,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","8 GB,No,No,15.6 "",9 h,Nadie ha hecho preguntas todavía. ,#600230156",,{},250 G8,8 GB,NVIDIA GeForce MX130,1366 px x 768 px
Laptop Hp 245 G7 Ryzen 5 4gb 1tb Nuevo,https://articulo.mercadolibre.com.pe/MPE-611375313-laptop-hp-245-g7-ryzen-5-4gb-1tb-nuevo-_JM,1669.0,Nuevo,,"Cajatambo, Lima Provincias",HP,,DDR4,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,24 meses de garantía de fábrica.","4 GB,14 "",HD,No,Nadie ha hecho preguntas todavía. ,#611375313",,{},245 G7,4 GB,AMD Radeon RX Vega 6,1366 px x 768 px
Laptop Gamer Omen 0503la 16.1 Fhd R7 16gb 512ssd V8gb 144hz ,https://articulo.mercadolibre.com.pe/MPE-611025994-laptop-gamer-omen-0503la-161-fhd-r7-16gb-512ssd-v8gb-144hz-_JM,6929.0,Nuevo,,"Lima, Lima Metropolitana",HP,0503la,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,16 GB,15.6 "",Nadie ha hecho preguntas todavía. ,#611025994",,{},Omen,16 GB,AMD Radeon RX 6600M,144 Hz
Laptop Acer Nitro 5 15.6' I5 8gb 1tb 256gb Ssd Video 4g 1650,https://articulo.mercadolibre.com.pe/MPE-607025974-laptop-acer-nitro-5-156-i5-8gb-1tb-256gb-ssd-video-4g-1650-_JM,4199.0,Nuevo,,"Lima, Lima Metropolitana",Acer,AN515,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,8 GB,No,15.6 "",Nadie ha hecho preguntas todavía. ,#607025974",,{},Nitro 5,8 GB,144 Hz,NVIDIA GeForce GTX 1650
Laptop Dell Vostro 3400 -core I5 1135g7 /2.4 Ghz - Win10 ,https://articulo.mercadolibre.com.pe/MPE-604383955-laptop-dell-vostro-3400-core-i5-1135g7-24-ghz-win10-_JM,4319.0,Nuevo,,"Ate, Lima Metropolitana",Dell,,16 GB,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","mañana,14 "",Sí,Nadie ha hecho preguntas todavía. ,#604383955",,{},04T3Y,DDR4,Intel,Sí
Laptop Intel Core I3 10th 8gb 256gb Ssd 14  Hp,https://articulo.mercadolibre.com.pe/MPE-444987932-laptop-intel-core-i3-10th-8gb-256gb-ssd-14-hp-_JM,2399.0,Nuevo,,"Santa Anita, Lima Metropolitana",HP,14-cf2067la,DDR4,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","¡Última disponible!,8 GB,10 h,14 pulgadas,#444987932",,"{'0': '¿Teclado en español o en Inglés?', '1': '¿Teclado en español o en Ingles?', '2': '¿hay en stock, la puede enviar a Ica?', '3': 'Quisiera saber si tiene stock para la entrega del pedido o sino para poder no realizar la compra', '4': 'hasta cuanto de ram maximo se le puede poner y cuanto seria con envio a Tacna', '5': 'El windoy es incorporado a la lapto. Hay en almacen. Cuanto es el flete para santa anita altura del puente la atarjea.', '6': 'Necesito urgente estimado tienes en stock este modelo ?', '7': 'Office instalado? En que tiempo llega si compro hoy', '8': 'Hola, ¿hay en stock? ¿Hacen delivery para Lima? ¿Una vez efectuado el pago entregan el producto el mismo día?', '9': 'El windoy es incorporado a la lapto. Hay en almacen. Cuanto es el flete para santa anita altura del puente la atarjea.'}",997925206,8 GB,256 GB,Windows
Laptop Hp 2067 Intel Core I3 10ma 14' Hd 256gb Ssd 8gb W10,https://articulo.mercadolibre.com.pe/MPE-445060954-laptop-hp-2067-intel-core-i3-10ma-14-hd-256gb-ssd-8gb-w10-_JM,2449.0,Nuevo,,"Lima, Lima Metropolitana",HP,,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,8 GB,No,156 "",Nadie ha hecho preguntas todavía. ,#445060954",,{},14-cf2067la,8 GB,60 Hz,Intel UHD Graphics 620
Laptop X360 Lenovo C340 15.6' Fhd I7 8va 8gb 1tb 240ssd V2gb,https://articulo.mercadolibre.com.pe/MPE-603901163-laptop-x360-lenovo-c340-156-fhd-i7-8va-8gb-1tb-240ssd-v2gb-_JM,4799.0,Nuevo,,"Lima, Lima Metropolitana",Lenovo,C340,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,8 GB,Sí,15.6 "",Nadie ha hecho preguntas todavía. ,#603901163",,{},IdeaPad,8 GB,60 Hz,NVIDIA GeForce MX230
Laptop Hp 0011 15.6' Hd Ryzen 5 3500u 8gb 256gb Ssd W10,https://articulo.mercadolibre.com.pe/MPE-445610237-laptop-hp-0011-156-hd-ryzen-5-3500u-8gb-256gb-ssd-w10-_JM,2999.0,Nuevo,,"Lima, Lima Metropolitana",HP,0011,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,8 GB,No,15.6 "",7 h,Nadie ha hecho preguntas todavía. ,#445610237",,{},HP,8 GB,256 GB,1.47 kg
Laptop Lenovo Ip3 15.6' I5 10ma 8gb 1tb Video 4gb 1650 W10,https://articulo.mercadolibre.com.pe/MPE-442385867-laptop-lenovo-ip3-156-i5-10ma-8gb-1tb-video-4gb-1650-w10-_JM,3699.0,Nuevo,,"Lima, Lima Metropolitana",Lenovo,IP3I,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,8 GB,No,15.6 "",Nadie ha hecho preguntas todavía. ,#442385867",,{},lenovo,8 GB,60 Hz,NVIDIA GTX1650
Laptop Dell Vostro 3400 Core I5 1135g7- 1tb /4 Gb Ram-445cxh,https://articulo.mercadolibre.com.pe/MPE-602841426-laptop-dell-vostro-3400-core-i5-1135g7-1tb-4-gb-ram-445cxh-_JM,3219.0,Nuevo,,"Ate, Lima Metropolitana",Dell,,16 GB,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","mañana,4 GB,Nadie ha hecho preguntas todavía. ,#602841426",,{},445cx,4 GB,LED,Intel
Laptop Dell Inspiron 15 3000 R7 3ra 512gb 8gb Nuevo,https://articulo.mercadolibre.com.pe/MPE-611388313-laptop-dell-inspiron-15-3000-r7-3ra-512gb-8gb-nuevo-_JM,2739.0,Nuevo,,"Cajatambo, Lima Provincias",Dell,15,,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,24 meses de garantía de fábrica.","8 GB,Nadie ha hecho preguntas todavía. ,#611388313",,{},Inspiron,8 GB,512 GB,
Laptop Asus X515ja I3 1005g1 Ram 4gb 256gb Ssd 15.6 Hd Gris,https://articulo.mercadolibre.com.pe/MPE-611633584-laptop-asus-x515ja-i3-1005g1-ram-4gb-256gb-ssd-156-hd-gris-_JM,2229.0,Nuevo,,¡Es uno de los mejores del sitio!,Asus,X515Ja-Bq1108T,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.","mañana,4 GB,15.6 "",Sí,HD,No,Nadie ha hecho preguntas todavía. ,#611633584","29,% OFF",{},VivoBook,4 GB,256 GB,3 kg
Laptop Hp 0013 15.6' Full Hd Ryzen 7 16gb Disco 512gb Ssd,https://articulo.mercadolibre.com.pe/MPE-441075109-laptop-hp-0013-156-full-hd-ryzen-7-16gb-disco-512gb-ssd-_JM,3959.0,Nuevo,,"Lima, Lima Metropolitana",HP,0013LA,DDR4,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","entre el miércoles y el jueves,¡Última disponible!,16 GB,No,15.6 "",Nadie ha hecho preguntas todavía. ,#441075109",,{},hp,16 GB,1920 px x 1080 px,AMD
